sale_code,items,prediction
589173,"['7898585292988', '7896004717999', '7897517920470', '7898687730500']","['1111111111111A', '7898039566290', '7891317412548']"
589175,['7898687730500'],"['1111111111111A', '7898039566290', '7891317412548']"
589177,['7896641810244'],"['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259']"
589178,['80761761'],"['7894900010015', '80052487', '7892840253745']"
589181,"['7891317015060', '7898037080460', '7891721027451', '7896112101567', '7891317001070']",[]
589187,"['7898087700097', '7895800304211']","['7898087700127', '7898087700110', '7896016807206']"
589188,['7896523200576'],"['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
589189,"['7896006229964', '7896006205692', '7896523200576']","['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331']"
589193,"['7896422504454', '7908414447271', '7896714210018']","['7898039564968', '7909690729426', '7891317002503', '7898039563732', '7891024174180', '7891010781668', '7891010036478']"
589194,['7891010974930'],"['7891058002916', '7896004703398']"
589197,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
589204,"['7896714213736', '7898087700110', '7894900010015']","['7896306621123', '7891000249239', '7622300988517', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7891000460207', '7896222720863', '7896094912977', '7895800304211', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896512921789', '7896138700386', '7892840808174', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317450359', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248']"
589206,['7891000248768'],"['7896311710348', '7891000249239', '7898157492501', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318']"
589209,"['7891317002695', '78938793']","['7891000460207', '78938830', '78938816']"
589211,['7896641810695'],"['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
589215,['7891010974930'],"['7891058002916', '7896004703398']"
589221,['78911222'],['7891058002916']
589223,"['7898146824450', '7891721023491', '7896023733765', '7891106908870', '7898573459270']","['7896714275208', '7896641810244', '7896422505741']"
589229,"['7896094904330', '7898916464114', '7896422504492', '7891106004213', '7891058002916', '7896641810695', '7898048205067', '7896004703398', '7891010974930']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7898148294121', '7896641810244', '7891268187144', '7896714218267', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896212478750', '7896422520980', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800', '7896094921399', '7896111995341', '7897512900811', '7896714213736', '7896094910683']"
589242,['7891142115492'],"['7891058464073', '7896902210646']"
589246,['1220000290068'],['7898959897238']
589249,"['7891268187144', '7896094910683']","['7895296105040', '7896641810695', '0000023384248', '7895858017293', '7895858017316', '7896004803463', '7896094912298', '7891058002916', '7896641810244', '7896714213736', '7898087700110', '7896006216797', '7891058022822', '7898681350032']"
589259,"['0000023384248', '7896523202822']","['7896015560300', '7896472513284', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589264,"['0000023384248', '7896548111727']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589265,['7891010974930'],"['7891058002916', '7896004703398']"
589278,"['7896714218267', '7898636192182']","['7891058002916', '7898087700110']"
589288,['7896253900913'],['7896222720863']
589295,"['7891058464073', '7896016807206']","['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257', '7891142115492', '7896138700386', '7896212428861']"
589302,"['7896902214231', '7896671630096', '80761761', '7896671620127', '7891010248383']","['7894900010015', '80052487', '7892840253745', '7896422519830']"
589308,"['7895296445863', '7891058002961', '7891000248768']","['7896714207551', '7896714213736', '7896311710348', '7891000249239', '7898157492501', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318']"
589311,"['7897517921064', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
589328,"['7896523200576', '7896261013483']","['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
589334,['7896138700614'],"['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347']"
589343,"['7898049790944', '7898994914600']",['7891010015268']
589344,"['7898049796830', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
589345,['7896714213736'],"['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
589358,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
589366,"['7896342452224', '7896023733765', '4015400763697', '7891058011550', '78939547']","['7896714275208', '7896641810244', '7896422505741']"
589380,"['7891317101961', '7896714213736', '7898716450331']","['7891317120863', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
589384,"['7896423481853', '7896311766871', '7898947387208']","['7896311769315', '7891058002916', '7891000248768']"
589385,"['7896023729287', '7896523202822']","['7896015560300', '0000023384248', '7896472513284']"
589394,['7891058002961'],"['7896714207551', '7896714213736']"
589395,['7896016807206'],"['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
589397,['7896253900913'],['7896222720863']
589400,['7896523216447'],['7896523200576']
589403,"['7622300988470', '7622210641939', '7899970401183', '7896138700386']","['7898932370734', '7898415822019', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639', '7622300988517']"
589409,"['7898074617438', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
589423,"['7891317001636', '7891317465643']","['7891317422028', '7896714213736', '7896004715049']"
589425,['7896094922105'],"['7891800341997', '78939301', '7898125712174']"
589426,"['7896006224181', '7895144603223']",[]
589429,"['7896422519830', '7622210570086', '7896331703443']","['7896212422517', '7896004812168', '7896714231143', '7622210570116', '7896671620127', '7896671630096']"
589430,"['7896006214670', '7896212423484', '7896422507295', '7896112401599', '7896004703398']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
589432,"['7896015591953', '7896015511166', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174', '7896094903289', '7896094903104']"
589433,"['7891150041837', '7891150067400', '4005808817009', '7612412422672', '7896658001079', '7896714213736', '7891024123560']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
589439,['7896227800829'],[]
589441,"['7908007905478', '7896094903272', '7896094922105', '7896843200164A', '7891142142252', '7898639690418']","['7891800341997', '78939301', '7898125712174', '7896222720863', '0000023384248', '7891317496388', '7891721020506']"
589443,"['7891058001155', '7891058015756', '7891058002916']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
589447,"['7896138700515', '7896422504492', '7891058002916', '7896004703398', '7896004803463']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7896212478750', '7896422520980', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
589450,"['7899026422315', '7891182050142', '7896206402969', '7891721201806', '7897512900811', '7896094206113', '7891010966225']","['7891058002916', '7896023702105', '7896138700614', '7896523227375', '7896641810695', '7897900310963', '7898681350339', '7896094903289', '7898157492501', '7897512902013', '7896714265933']"
589454,"['7896241248287', '7891033926091', '7896422519830', '7891058002916', '7898108612194', '7506306214972', '7891033926046', '7791293038261']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7896671620127', '7896671630096']"
589460,"['7896658032639', '7898919324125', '7622210570086', '7898108612194', '7898919324170']","['7896714231143', '7622210570116']"
589461,"['7891721201806', '7891058002916']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7896023702105']"
589462,['7896213306076'],['7896004703398']
589463,"['7891317003494', '7896714207551', '7891317001063']","['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961']"
589486,"['0000023384248', '7898040329587']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589487,['7891058002916'],"['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
589490,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
589491,"['7896422507066', '7896714213736']","['7898125712174', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
589495,"['7898665430095', '7898919865390', '7891000248768']","['7896311710348', '7891000249239', '7898157492501', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318']"
589496,"['7896658031892', '7896044956419', '7896523202600', '7898959897238', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '7898039564975', '7896004769660', '7500435106658', '7622210564337', '78938816', '7898039566290', '7891106908221']"
589499,"['7891142177032', '7891317450359']","['7891317422028', '7896714213736']"
589500,['7891317422028'],"['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
589510,"['7896714214405', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
589518,"['7891058002916', '7891010974930']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
589521,"['7898029551855', '7896658033094', '7891142115492', '7891010618773']","['7891058464073', '7896902210646']"
589531,"['7891317101985', '7896026171403', '7898994914600']",['7891010015268']
589532,"['7896094922129', '7898148294121']","['7896015511159', '7891058002916']"
589537,"['0000023384248', '6920354824395', '7896214000058', '7891106905909', '78906617']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589541,"['7898532210560', '7898959897238']","['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
589542,"['0000023384248', '7896241270363']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589544,"['7896641810244', '7898959897238', '7891010245610', '7891010560737']","['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259', '7891010249908', '7891317120863', '1220000290068', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7891106908221']"
589545,['7891000107836'],"['78912359', '7894900180503', '7896222720863', '1111111111111A', '7894900010015', '7896423470697', '7891000248768']"
589546,"['7896049528505', '7895144603223', '7896049528567']",[]
589551,"['7898185413301', '7896138700614', '7896423469820', '7896138700072']","['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347', '1111111111111A', '7898959897238']"
589552,"['7898148294121', '7896714213736']","['7896015511159', '7891058002916', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
589554,"['7891058002916', '7896422504386']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7896015560300']"
589556,"['7896261005723', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
589557,"['7896006216797', '7896094903104']","['7896094922334', '7896015511166', '7896641804465', '7891058002916', '7896094903289', '7896641810244', '7896023756849', '7896094912298', '7891268187144']"
589565,"['7891463000347', '7896212409457', '7896138700614', '7897512900811']","['7896523227375', '7896641810695', '7897900310963', '7898681350339', '7896094903289', '7898157492501', '7897512902013', '7896714265933', '7898415822019', '7896015516970', '7896006201779', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771']"
589568,['7891010974930'],"['7891058002916', '7896004703398']"
589569,"['0000023384248', '7891317008703', '7891317427542']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7500435106610', '7896422515535', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
589578,"['7896523202822', '7896472513284', '731509723762', '7897517913427', '7891317001070', '7898647921542']","['7896015560300', '0000023384248']"
589586,"['7896306612824', '80761761', '7896306623448']","['7894900010015', '80052487', '7892840253745']"
589593,"['7622210696922', '78904231']","['78938816', '78900806']"
589597,"['7897517906740', '7891800002812', '78900806']","['78904231', '7896523227573']"
589602,"['7891142115492', '7896422501187']","['7891058464073', '7896902210646']"
589605,"['7622300858834', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
589607,"['7896212415618', '7896023703614']","['7891268044409', '7896658011276', '0000023384248']"
589609,"['7908007905478', '7896016807206']","['7898639690418', '7896222720863', '0000023384248', '7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
589610,['7898087700097'],"['7898087700127', '7898087700110', '7896016807206']"
589614,"['7891058464073', '7891142115492', '7898927111090']","['7896902210646', '7896138700386', '7896212428861']"
589621,"['7896007547210', '7896004709130', '7896004703398', '7896014140596']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
589623,"['78906884', '7896658000652', '7891182830027', '7891268044409', '7891010249274']","['7896023703614', '7896523200576']"
589628,"['7896061978104', '7898087700110', '7898962943045']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
589632,"['7896523206790', '7896007540617', '7899026401167', '7896004703398']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
589642,"['7896422519830', '7896634500176', '7500435106634', '7898959897238', '7898074618091']","['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221', '7896671620127', '7896671630096']"
589648,"['7891317003890', '7622210570086']","['7896714231143', '7622210570116']"
589651,"['7891268187144', '7896006216797', '7891317127800', '7896641810244', '7896311710317', '7896094912298']","['7896138700515', '7896094912472', '7891058002916', '7898959897238', '7898087700110', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259', '7896004703398', '7896023756849', '7895858017293', '7895858017316', '7896004803463', '7896714213736', '7891058022822', '7898681350032', '7896094910683', '7896094912977']"
589653,"['78939318', '7891800341997', '7896423470994', '78939301']","['7891058002916', '7896094922105', '7891010249908', '78912366', '7896423420180', '7891008121728', '7891000248768', '7896714213736']"
589655,"['7896094910683', '7896641810695']","['7895296105040', '7891268187144', '0000023384248', '7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '7896004703398', '7896714213736', '7896094912977']"
589658,['7896523227573'],"['78900806', '7896714231143', '7896006284369', '7891010986155']"
589659,"['7896007546022', '7896369163486', '7898501765527', '7896014140534', '7891010035976', '7896246000774', '7891010589639', '7896224410687', '7896641810244', '7896023733765', '7891010038908', '7896006291398', '7896422507295', '7891010032906']","['7896714275208', '7896422505741', '7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896094903104', '7896138700614', '7898039566290', '7896007540259', '1111111111111A', '7896138700386']"
589660,"['7896006216797', '80761761', '7896094912298', '7896094903104']","['7891268187144', '7896094922334', '7896015511166', '7896641804465', '7891058002916', '7896094903289', '7896641810244', '7894900010015', '80052487', '7892840253745', '7896023756849', '7896094912977', '7898087700110']"
589663,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
589665,"['7898932370734', '7896138700072']","['7896138700386', '1111111111111A', '7898959897238', '7898125712174']"
589667,"['7891000090732', '7897900317115', '80761761']","['7894900010015', '80052487', '7892840253745']"
589671,"['7891008121728', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '78939318']"
589675,"['7622300988517', '7896658034978', '7891000249239', '7894900010015']","['7896306621123', '80761761', '78909434', '7896019611749', '7892840253745', '7896306612817', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110', '7891000405703', '7622300988470', '7891000079393', '7896523210797', '78912366', '7891000248768', '7896306619458']"
589676,['7898087700110'],"['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
589677,"['7896075709879', '7899026404519', '7896213306076', '7896111995303']",['7896004703398']
