sale_code,items,prediction
582908,"['7896094921979', '7891058017507']","['7891317422028', '7896714207551']"
582914,"['7898087700110', '7896311709489']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
582915,['7891000248768'],"['7896311710348', '7891000249239', '7898157492501', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318']"
582916,['7891000460207'],"['7891317422028', '7898087700110', '7896019611749', '78938793', '7891000251133', '7891000118580']"
582928,"['7896007550890', '78600010', '7590002012468', '7891000062661', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639', '0000023384248']"
582932,['7891317427542'],"['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
582933,"['7896311769315', '7500435127370', '7896423481853', '3337872413025']","['78912359', '7891058002916', '7891000248768']"
582936,"['78909434', '80052487', '7898087700110', '7891000248768']","['80761761', '7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174', '7892840253745', '7896311710348', '7891000249239', '7898157492501', '7896423420180', '7896423470994', '7896423481853', '7891000107836', '78939318']"
582938,"['7896714231143', '7891182016353', '7891721020049']","['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
582940,"['7891058464073', '7896714207551', '7896007550456']","['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961', '7891142115492', '7896138700386', '7896212428861']"
582942,['7896523216447'],['7896523200576']
582943,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
582944,"['7896714231143', '7896111954478', '7891000107836', '7891182050081', '7896111994313']","['78912359', '7894900180503', '7896222720863', '1111111111111A', '7894900010015', '7896423470697', '7891000248768', '7891151034494', '7896262304351', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
582957,"['0000023384248', '7896112115175', '7898100240777']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
582958,['7896714231143'],"['7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7896138700386', '7622210570116']"
582967,"['7897595605924', '7891317477592', '7896714211312', '7896004710891']",[]
582978,"['7891317427542', '7896523227566']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
582993,"['7896138700515', '7898943044136', '7896033293815']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
582995,"['7898039564982', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
583002,"['7898581080497', '7897512900811']","['7896138700614', '7896523227375', '7896641810695', '7897900310963', '7898681350339', '7896094903289', '7898157492501', '7897512902013', '7896714265933']"
583005,['7891000460207'],"['7891317422028', '7898087700110', '7896019611749', '78938793', '7891000251133', '7891000118580']"
583008,"['0000023384248', '7897322704944', '7891058169015']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583012,['7896094910683'],"['7895296105040', '7896641810695', '7891268187144', '0000023384248']"
583015,"['7897322702209', '7896094211001', '78911222']",['7891058002916']
583017,['7891317450359'],"['7891317422028', '7896714213736']"
583018,"['0000023384248', '7891721201806', '7891058017507']","['7891058002916', '7896023702105', '7891317422028', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583020,"['7896181907626', '0000023384248', '7896004703398']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896094912977', '7500435106610', '7896422515535', '7891317008703', '7891058003029', '7896222721198', '7897780200323', '7896714207551', '7891025112662', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583023,"['7896227800171', '7896004703398', '7898060030210']","['7896641810695', '7896212478750', '7896422504492', '7896422520980', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
583035,['78938816'],"['78938793', '7622210696922', '78938830', '7622300847791', '7898959897238']"
583039,['7896714213736'],"['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583043,['7896222720863'],"['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
583046,"['7622300862367', '78912359', '7898047200728']","['78912366', '7896311769315', '1111111111111A', '7891000107836', '78907355', '7891000248829']"
583050,['7898060099965'],"['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891040211524', '7891800364880', '7891800364958', '7891800000665', '7891800364798']"
583052,"['7896138700614', '7896523200576', '7891010246952']","['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896138700515', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347', '1111111111111A', '7891317422028', '7896222720863', '7897780203126', '7896004713342', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
583053,"['7896094912298', '78912366', '7896094912977']","['7891000249239', '78912359', '78939318', '7896094921399', '7896641810695', '7891058002916', '7896094903289', '0000023384248', '7898087700110', '7896641810244', '7891268187144', '7896006216797']"
583066,"['80853671', '1111111111111A', '7622210411501']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583076,"['7896714223841', '7891317421854', '7891058002916']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330']"
583079,"['7898301056740', '7891317489366', '0000023384248', '7896112181729', '7896422506267', '7891010032241']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641', '7896094921399']"
583085,"['7896006216797', '7895858017316', '7896523227375', '7890704810516', '7896523227573', '7897512900811', '7896094909182', '7896016807206']","['7891268187144', '7896015560331', '7896138700614', '7896641810695', '7897900310963', '7898681350339', '7896094903289', '7898157492501', '7897512902013', '7896714265933', '7896023756849', '7896094912298', '7896094903104', '7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257', '78900806', '7896714231143', '7896006284369', '7891010986155']"
583089,"['7896006208266', '1111111111111A']","['7622300988517', '7898687730500', '7895144295664', '7895144603063', '78912359', '7896523200576', '7896222720863', '7898087700110', '80052760', '7891000107836', '7898959897238', '7896306623684', '7896004769738', '7891008121728', '7896138700072', '7894900010015', '7891010579616', '7896138700386', '7898647920330', '7891010589639']"
583095,"['0000023384248', '7898639690418']","['7908007905478', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7898125712174', '7891800000641']"
583100,"['7894916508353', '7897799802464']",['7898087700110']
583106,"['7891000107836', '7891317000752']","['78912359', '7894900180503', '7896222720863', '1111111111111A', '7894900010015', '7896423470697', '7891000248768']"
583113,"['7898048003021', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
583123,"['7896222720863', '78922327', '7509552917420', '7891033471706']","['7896253900913', '7896523200576', '1111111111111A', '7891317422028', '7898087700110', '7896663325115', '7891000107836', '78900776', '7896641813146', '7896658005121', '7908007905478', '7896112127390']"
583143,"['7897018510019', '7897512902228', '7896641810695', '7896523206295', '7898504773659']","['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
583149,"['7891150041837', '78922327', '7898994914600', '7896548113479', '7898422746827', '7897947615250']",['7891010015268']
583150,"['7898039563732', '7898358040587']","['7898039564968', '7898039565453', '7909690729426', '7891317002503', '7896422504454', '5702191025637', '7891024174180', '7891317002497', '7891010781668', '7896061995477', '7891010036478', '7908414448643']"
583183,"['78915398', '7898087700097']","['7891317422028', '7898087700127', '7898087700110', '7896016807206']"
583187,"['7896004769660', '7896261013483', '7891317422028']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '7898959897238']"
583191,"['7891000460207', '7898647920057', '7896523216812']","['7891317422028', '7898087700110', '7896019611749', '78938793', '7891000251133', '7891000118580']"
583192,"['7622300988517', '101011208']","['7891000405703', '1111111111111A', '7894900010015', '7622300988470', '7891000079393', '7896523210797']"
583193,['1234564A'],[]
583200,"['7896714231143', '7896548113059', '7622300862442', '7897799802464', '7898087700110', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7891463000378', '1111111111111A', '7891317422028', '7896523223223', '7891010589639', '7891000460207', '7896222720863', '7896094912977', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7892840808174', '7891151034494', '7896262304351', '7896111954478', '7622210570086', '7896523227573', '7622210570116']"
583207,"['7896523216812', '7896222720429']",[]
583221,"['7891058002916', '7896016807206']","['7891800341997', '7896006234067', '7895144603087', '7896015511159', '7891721201806', '7896641810695', '7896094912977', '7891317422028', '0000023384248', '7898087700110', '7896622305875', '7891106004213', '7898148294121', '7896422504492', '7896641810244', '7891268187144', '7896714218267', '7891010974930', '7896004703398', '78939301', '7896422504386', '7891058022822', '78911222', '7891106913997', '7896094903104', '7891317427542', '7896423481853', '7894900010015', '7891142201676', '7896094904330', '7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257']"
583224,['7896094910683'],"['7895296105040', '7896641810695', '7891268187144', '0000023384248']"
583271,['78939318'],"['78912366', '78939301', '7896423420180', '7891008121728', '7891000248768']"
583274,"['7897572001589', '7896023702440', '7896094917712', '7896016807206']","['7891025107910', '7891317004040', '7891106915182', '7898087700097', '78911246', '7500435127257', '7896714213736']"
583276,['7896004706764'],[]
583291,"['7896227800829', '7899621105378', '7899621105392']",[]
583294,"['7898048004004', '7896004721903', '7896422519830', '7896548140581', '7500435132589']","['7896671620127', '7896671630096']"
583297,"['7898432931299', '7896902214101', '1234564A', '7898432931275', '7895339021269']",[]
583301,['7896227800829'],[]
583302,['1234564A'],[]
583304,"['7896422520980', '7896004703398', '7896112134213']","['7896641810695', '7896212478750', '7896422504492', '7891010974930', '7891058002916', '7891317422028', '7898087700110', '7893736010053', '7896213306076', '7895296105040', '7896094999985', '7891317127800']"
583313,['1220000290068'],['7898959897238']
583315,"['7896641810695', '7896004719214']","['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
583316,"['382900147031', '7898060099965']","['7891800001747', '7898415822019', '7896138700515', '7898125712174', '7891040211524', '7891800364880', '7891800364958', '7891800000665', '7891800364798']"
583320,['7896714207551'],"['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961']"
583322,"['7891317422028', '7899420506253']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7898087700110', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544']"
583323,['7908007905478'],"['7898639690418', '7896222720863', '0000023384248']"
583325,['7896094910683'],"['7895296105040', '7896641810695', '7891268187144', '0000023384248']"
583328,"['8710103873204', '7898932370727', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
583333,"['7895858010324', '7896023733765', '7896241225547', '7891721025334', '7891721012884']","['7896714275208', '7896641810244', '7896422505741']"
583344,['7896714213736'],"['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583353,"['7506195153574', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
583356,['7896094910683'],"['7895296105040', '7896641810695', '7891268187144', '0000023384248']"
583362,"['7898681350018', '7896111919477', '7896138700515', '7896111940877', '7896014146437', '7896523206295']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025']"
583365,"['7891317004330', '7891317477592']",[]
583368,"['7891106909624', '7896714213736', '1100']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583369,"['7891058025137', '7891317422028', '7898087700110', '7898911246999']","['78915398', '7891000460207', '7891058017507', '7891024132005', '7896523200576', '7896138700515', '7896222720863', '7896641810695', '7891058002916', '7896262304351', '7896212478750', '7891317001636', '0000023384248', '7896714213736', '7891317450359', '7896004703398', '7896004715049', '7896006216766', '7896004812168', '7896138700386', '7896006216544', '7896094912977', '1111111111111A', '7895800304211', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7898087700097', '7897799802464', '7896046383015', '7500435106658', '7509546666426', '7894900010015', '7896512921789', '7892840808174']"
583371,"['7896138700515', '78938816', '7896222717177', '7891035990861', '7891317180553']","['7891317422028', '7896641810244', '7898060099965', '7897322709376', '7891463000408', '7896138700614', '7896094211025', '78938793', '7622210696922', '78938830', '7622300847791', '7898959897238']"
583373,['7891058002961'],"['7896714207551', '7896714213736']"
583376,"['7898087700127', '7896070600447', '7898087700110']","['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7896530723099']"
583378,"['7896006214670', '7896641810695']","['7896015511159', '7896111995341', '7897512900811', '7891058002916', '7891317422028', '0000023384248', '7896004703398', '7896714213736', '7896094912977', '7896094910683']"
583382,"['78912366', '7896094912977']","['7891000249239', '78912359', '78939318', '7896094921399', '7896641810695', '7891058002916', '7896094903289', '0000023384248', '7898087700110', '7896094912298']"
583386,"['7891000062661', '7622300988517']","['7891000405703', '1111111111111A', '7894900010015', '7622300988470', '7891000079393', '7896523210797']"
583397,"['7898039565453', '7896658027208', '7898585292476']","['7891024115107', '7898039563732', '7898039566290']"
583400,['7896641810244'],"['7896138700515', '7896094912472', '7896094912298', '7891058002916', '7898959897238', '7898087700110', '7891268187144', '7896094903289', '7896023733765', '7896094903104', '7896138700614', '7898039566290', '7896007540259']"
583403,"['7891317101985', '7899838834115', '7896138700386']","['7898932370734', '7898415822019', '7622300988470', '7891058464073', '7898932370727', '7896548113059', '7898959897238', '7891000097649', '7898950928511', '7891463000408', '7896212428861', '7896714231143', '7891463000378', '1111111111111A', '7891317422028', '7898087700110', '7896523223223', '7891010589639']"
583426,"['076660008649', '7896714213736', '78939301']","['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110', '7896094922105', '7891058002916', '78939318']"
583430,"['0000023384248', '7896290402234', '7891010246952']","['7896523200576', '7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583436,"['0000023384248', '7891317001926']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583448,['7896714213736'],"['7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583449,"['7896530723099', '7891000079393', '7896423420180', '7896004716299', '7622300988517', '7896530723112']","['7891000405703', '1111111111111A', '7894900010015', '7622300988470', '7896523210797', '78939318', '7891000248768', '7898675804756', '7898087700127']"
583454,['7896523200576'],"['1111111111111A', '7891317422028', '0000023384248', '7896714213736', '7896222720863', '7897780203126', '7896004713342', '7891010246952', '7896023732935', '7896523216447', '7896006207290', '78906884', '7898716450331', '7896006229964']"
583459,"['0000023384248', '7894916501415']","['7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583465,"['7898624392778', '7896111913475', '7891317427542']","['7896714211978', '7896112149460', '7891058002657', '7891317127404', '7891058002916', '0000023384248']"
583467,"['7896472500253', '7898087700127', '0618231878505']","['7898087700110', '7898675804756', '7894900180503', '7896311710300', '7896015592332', '7898087700097', '7896530723099']"
583476,"['7891033803583', '7891033302079', '731509787054', '7891150026025', '731509966565', '7506306241176', '7896049528505', '7891033913206', '7896331703443', '7891033926046', '3504105035471']","['7896212422517', '7896004812168']"
583481,"['7896422504454', '7891010249908', '4005900648419', '7896770979126', '7891800341997', '7896779604333', '7898039566290', '7896714213736']","['7898039564968', '7909690729426', '7891317002503', '7898039563732', '7891024174180', '7891010781668', '7891010036478', '7898959897238', '7898687730500', '7898039565453', '7896641810244', '7891058002916', '7896094922105', '7891317120863', '7891317101961', '7896523200576', '7896641810695', '7896663301317', '7891317001636', '7891317422028', '7891268187144', '7891317450359', '7896714207551', '78939301', '7896023702440', '7891058002961', '7896138700614', '0000023384248', '7898087700110']"
583484,"['7500435171106', '0000023384248']","['7894916501415', '7896212479924', '7896006234067', '7896382707070', '7896006207306', '7896085111129', '7896523200576', '7896112181729', '7896112144816', '7899547506839', '7896641810695', '7896094912977', '7891058002916', '7500435106610', '7896422515535', '7891317008703', '7896212478750', '7891058003029', '7896222721198', '7891317422028', '7897780200323', '7896714207551', '7891025112662', '7893736010053', '78906617', '7891800002829', '7896212415618', '7898661681002', '7896004769738', '7896523202822', '7896714213255', '7891800364798', '7896523207681', '7896138700614', '7891317427542', '7896007550890', '7896714219318', '7896714213736', '7891010504755', '7896094910683', '7908007905478', '7898125712174', '7891800000641']"
583488,['611269991000'],[]
583502,"['7896006290988', '7896676432855', '7898681350339', '7897900310963', '7897512900811', '7908007901968', '7896094903289', '7896548139585', '7896006290070']","['7896094912977', '7896015511166', '7896641810244', '7896641804465', '7896015518479', '7896094903104', '7896138700614', '7896523227375', '7896641810695', '7898157492501', '7897512902013', '7896714265933']"
583513,"['7896138700515', '7896138700614']","['7897512900811', '7898415822019', '7896015516970', '7896006201779', '7898157492501', '7896641810244', '0000023384248', '7896714213736', '7891010504755', '7891463000378', '7898125712174', '7896523216461', '7891463001771', '7891463000347', '7891317422028', '7898060099965', '7897322709376', '7891463000408', '7896094211025']"
583514,['7898959897238'],"['7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
583520,"['7894900180503', '7896306612817', '7622300988517', '7894900010015']","['7896306621123', '7891000249239', '80761761', '78909434', '7896019611749', '7892840253745', '7896306622366', '7891000107836', '7892840816438', '1111111111111A', '7891058002916', '7898087700110', '7898087700127', '7891000405703', '7622300988470', '7891000079393', '7896523210797']"
583526,['7898087700110'],"['7891000460207', '7896222720863', '7896094912977', '1111111111111A', '7895800304211', '7891058002916', '7896512945136', '7896014140459', '7896663327904', '7898087700127', '7896015530006', '7896015511166', '7899916904617', '7896094912298', '7896902208469', '7891317422028', '7896641810244', '7891268187144', '7896714218267', '7896714207551', '7898279792039', '7896004703398', '7898087700097', '7897799802464', '7898911246999', '7896046383015', '7500435106658', '7509546666426', '7896714213736', '7894900010015', '7896512921789', '7896138700386', '7892840808174']"
583529,"['7897517917548', '7898009433171', '7895144603063']","['7895144603087', '1111111111111A', '7896004769738']"
583541,"['7898959897238', '7896714207551', '7896006213130']","['7896094921979', '0000023384248', '7896714213736', '7898087700110', '7891058002961', '7891010249908', '7891317120863', '1220000290068', '7896641810244', '7897572001923', '7891010032906', '1111111111111A', '7896138700386', '7898039564975', '7896004769660', '7500435106658', '7896138700072', '7622210564337', '78938816', '7898039566290', '7891106908221']"
583549,"['78938816', '7896523221724', '78938854', '7896279103787', '7896222717788', '7898501760294']","['78938793', '7622210696922', '78938830', '7622300847791', '7898959897238']"
