"sale_code","barcode"
"579605","7896004721323"
"579605","7891182014601"
"579605","7896422516877"
"579605","7612412396003"
"579605","7896007550548"
"579605","7891010032906"
"579605","7898959897238"
"579605","7896044998723"
"579605","7897517903909"
"579607","5004"
"579607","1111111111111A"
"579611","7896006201779"
"579611","0000023384248"
"579611","7896026304917"
"579611","7896138700614"
"579619","7893736010053"
"579619","0000023384248"
"579619","7612412700077"
"579625","7891142141293"
"579625","0000023384248"
"579627","7898039566290"
"579627","78904231"
"579627","1111111111111A"
"579627","7898687730500"
"579627","78900806"
"579636","7896902211544"
"579636","7896523206929"
"579636","7908414446731"
"579636","7891800000641"
"579636","7896306623202"
"579636","7896902205758"
"579636","7898125712174"
"579636","7897780203126"
"579638","7898087700110"
"579641","7899026400580"
"579641","7896094910683"
"579643","7898048031147"
"579643","7896222720863"
"579643","7891106914642"
"579646","7898087700110"
"579660","7896004703398"
"579666","7896004733241"
"579666","7896004733234"
"579666","7896004710471"
"579666","7891317450359"
"579667","7898087700127"
"579668","7895800304211"
"579673","7891024136409"
"579673","7898157492501"
"579673","7891037744509"
"579673","7896311768332"
"579673","7896306619458"
"579673","7896306623202"
"579673","7891000248768"
"579673","7891000249239"
"579675","7896016807206"
"579675","7891106006507"
"579675","7896094208278"
"579675","1111111111111A"
"579686","1111111111111A"
"579686","7898087700110"
"579686","3337875543248"
"579686","070942304733"
"579696","7895296445863"
"579696","7896015521646"
"579696","7898957039296"
"579696","7898665432495"
"579696","7896004703398"
"579699","7898185414247"
"579699","7891000460207"
"579699","7894900010015"
"579699","7896019611749"
"579699","7896931614910"
"579706","7894900180503"
"579708","4005808631322"
"579708","7897799802464"
"579716","7896311709526"
"579716","7898959897238"
"579719","7891010974930"
"579719","7896004703398"
"579719","7896023733765"
"579724","7896213306755"
"579724","7896714211978"
"579724","7896422504744"
"579724","7896094999978"
"579724","7891317427542"
"579724","7896094921979"
"579740","7896641810695"
"579740","7896026120012"
"579741","7891058002916"
"579747","7896512909794"
"579747","7898087700110"
"579754","7891317421854"
"579754","7898959897238"
"579754","7896023728761"
"579772","7891000062661"
"579789","7891463000347"
"579789","7898415822019"
"579789","7896138700614"
"579789","7898959897238"
"579789","7896138700386"
"579791","7891317001636"
"579791","7896085111006"
"579809","7897211100406"
"579809","7791293033235"
"579809","4005900122186"
"579809","7891150013919"
"579809","78912359"
"579809","78907355"
"579811","7898919411900"
"579811","7896422504744"
"579811","7891000062760"
"579811","8411061722800"
"579811","7895296105040"
"579812","7896213306076"
"579827","7896110011141"
"579827","7891106907118"
"579827","7897572020023"
"579827","736532199621"
"579827","7896181921653"
"579827","602883464483"
"579827","618231943777"
"579828","7893736010053"
"579828","7898087700110"
"579831","7898087700110"
"579831","7791293032481"
"579831","7895800304235"
"579840","1111111111111A"
"579843","7891721201806"
"579843","7898146826768"
"579843","7891106001946"
"579849","7908007905478"
"579872","7898687730500"
"579872","7896982901236"
"579872","7896112422136"
"579872","735201081038"
"579877","7896138700515"
"579880","7898087700110"
"579880","7898593050488"
"579880","736532199614"
"579882","7895296105040"
"579882","7896094910546"
"579882","7896641810244"
"579882","7891721014130"
"579882","7896262304351"
"579882","7896714231143"
"579883","7891317422028"
"579883","7896070600799"
"579883","7891268400212"
"579883","7891317008406"
"579884","7891010504755"
"579890","7898994914600"
"579890","7791293022567"
"579890","7791293022581"
"579891","7898060099965"
"579892","7891000062661"
"579900","7908007905478"
"579906","7896015511166"
"579906","7896094912298"
"579908","7896311769315"
"579908","7896423481853"
"579908","78939363"
"579914","7896714207551"
"579918","7897512900811"
"579918","7896112101352"
"579918","7896422506236"
"579928","7896685303467"
"579928","7897512900811"
"579929","7896422505741"
"579929","7896663325115"
"579929","7896023733765"
"579929","7897512900811"
"579929","7897517924096"
"579930","7896004727158"
"579930","7898087700127"
"579933","78938830"
"579933","78938793"
"579933","78938816"
"579937","1220000290068"
"579944","7896843200164A"
"579944","7898647920101"
"579944","7891317422042"
"579944","7891142142252"
"579944","7896070601772"
"579953","7891317450359"
"579956","7896112126669"
"579956","7891182016360"
"579956","7898583470708"
"579956","7896138700386"
"579964","7896044956525"
"579964","1220000290068"
"579968","7896422504478"
"579968","7896253900913"
"579975","7891317120863"
"579975","7896007540259"
"579975","7896622305875"
"579975","7898959897238"
"579975","7896714275253"
"579976","7896004733241"
"579976","7898959897238"
"579981","7896061995477"
"579981","7898039563732"
"579981","7899706159272"
"579981","5702191025637"
"579995","7898087700110"
"579995","7896004703398"
"580010","7896422504454"
"580013","7896006257950"
"580013","0000023384248"
"580013","7891025112662"
"580013","7896094912472"
"580015","3253581600887"
"580015","7896512947260"
"580015","731509679212"
"580015","1111111111111A"
"580017","7896523221724"
"580017","7891268400014"
"580017","78938830"
"580025","78938816"
"580028","7894900010015"
"580032","7896714231143"
"580032","7896061995477"
"580032","5702191025637"
"580032","7898039563732"
"580032","7899706181402"
"580035","7898087700110"
"580038","7896004715803"
"580038","7896422520980"
"580038","7896004704692"
"580038","7896004703398"
"580040","1234564A"
"580040","7894900010015"
"580052","7896138700386"
"580052","7891317422028"
"580052","7896523202822"
"580056","7896523200576"
"580056","7894900010015"
"580056","78907355"
"580056","7896653702537"
"580057","7891058020316"
"580061","840646005485"
"580061","0000023384248"
"580067","78939363"
"580067","7899706179706"
"580067","7896306623684"
"580067","1111111111111A"
"580072","1111111111111A"
"580072","7891010579616"
"580072","7891010245085"
"580077","8710103874300"
"580077","0000023384248"
"580078","736532174628"
"580078","7894900010015"
"580080","78904231"
"580080","7898916464152"
"580080","7897512900811"
"580080","7891317002442"
"580080","7891150025929"
"580080","7891000460207"
"580080","7896112401452"
"580080","7898148291267"
"580086","78904231"
"580086","4005900449559"
"580088","7896222720863"
"580088","7896714242194"
"580088","7898074610880"
"580090","7896523200576"
"580092","7896523200576"
"580092","0000023384248"
"580100","7898415441326"
"580100","7898125712174"
"580100","7898903925093"
"580100","7896094917354"
"580100","7896094919396"
"580101","7896004703398"
"580101","7891317127800"
"580102","7897930776722"
"580102","7891317427542"
"580102","7891010248178"
"580102","7896112411529"
"580109","7898087700110"
"580109","7896094921337"
"580109","7896019611749"
"580112","7898415441326"
"580112","7896094917354"
"580112","7898125712174"
"580112","7896094919396"
"580112","0000023384248"
"580112","7898903925093"
"580119","7500435132749"
"580119","7896006201779"
"580119","7891317101985"
"580119","7896138700614"
"580125","7896138700614"
"580125","7891463000378"
"580126","7891800000689"
"580126","7891800364880"
"580126","7898060099965"
"580126","7896112402138"
"580126","7891800000665"
"580149","7896094999992"
"580149","7896094903289"
"580149","7891800617320"
"580149","7791293032498"
"580149","7891010015268"
"580149","7896112101567"
"580149","7506339363883"
"580149","7896112101512"
"580149","7896902208469"
"580149","7891024183007"
"580150","7898087700127"
"580154","7891317001636"
"580154","7897322702209"
"580176","7500435132510"
"580176","7896004715049"
"580176","7898125712174"
"580179","7896422504454"
"580179","7891025107910"
"580205","7896112129301"
"580205","7898087700110"
"580205","7896422507349"
"580206","7891800341942"
"580206","7896422504454"
"580208","7896004727806"
"580208","7895144292342"
"580208","7891037744509"
"580208","78909434"
"580208","7896714211978"
"580208","7896714265933"
"580208","7891317427542"
"580208","7896306623684"
"580208","80052487"
"580218","78900806"
"580218","7896000706072"
"580218","7894900010015"
"580220","7896094201354"
"580220","7896023703614"
"580220","7896023706080"
"580220","78900806"
"580220","7896226502410"
"580220","7896023732935"
"580225","7898947387208"
"580225","7896138700386"
"580225","7898932370734"
"580233","7894900180503"
"580233","78938816"
"580239","7896227800812"
"580239","1111111111111A"
"580250","0048675991087"
"580250","7891317450359"
"580250","7896422504454"
"580255","7896523209449"
"580255","7899547506839"
"580260","1111111111111A"
"580260","7891106912662"
"580260","7896714273822"
"580263","7896422519830"
"580266","7500435106641"
"580266","7898039563732"
"580266","9001616802881"
"580266","8710103874003"
"580279","7891317101961"
"580279","7896714213736"
"580287","7891800341942"
"580287","7896016807206"
"580291","7896622305875"
"580291","7894916515979"
"580291","7891058002916"
"580303","7896138700386"
"580303","7897595901316"
"580310","7891463000859"
"580310","7898959897238"
"580310","78909823"
"580325","7891268100204"
"580325","7897211100208"
"580325","7898687730500"
"580328","1111111111111A"
"580328","7896110011141"
"580328","7898125712174"
"580329","7891058020316"
"580329","7896006214717"
"580332","7891106912655"
"580332","7896061951428"
"580332","7896110011141"
"580335","7894900180503"
"580337","7897322709376"
"580337","7896138700515"
"580338","7896006207290"
"580338","7896671620127"
"580338","7899706159272"
"580338","7896714231143"
"580340","7891040138425"
"580340","7896004703398"
"580340","7896016807206"
"580340","7896472502592"
"580344","7908007905478"
"580354","7891106000888"
"580354","7908007905478"
"580359","7896422504379"
"580359","7898959897238"
"580359","7899026478909"
"580368","7897947614734"
"580368","7891151030656"
"580368","7896023733765"
"580371","7896523216812"
"580371","7895800309780"
"580381","7896714231143"
"580393","7891268044409"
"580393","7896094910546"
"580393","7896224410632"
"580393","7896007550883"
"580393","0000023384248"
"580393","7896007542864"
"580400","7896138700386"
"580400","7895858015664"
"580400","7898949730880"
"580400","7896512937957"
"580400","7898185413288"
"580400","1111111111111A"
"580400","7898631820295"
"580400","7891010589639"
"580400","7509546653396"
"580400","7891150079168"
"580400","7896023700231"
"580400","7891150035874"
"580400","7891150054479"
"580400","7500435130554"
"580400","7898950928511"
"580400","7891035622205"
"580400","7891150058231"
"580400","7908414448636"
"580400","7500435123877"
"580400","7891010032906"
"580405","7891000460207"
"580417","0000023384248"
"580417","7891317008703"
"580419","7896004703398"
"580419","7891058002961"
"580422","7896094910683"
"580431","7896111995570"
"580431","7896111952443"
"580431","7896111970928"
"580431","7896111978719"
"580431","7895800304211"
"580432","7891058003029"
"580432","0000023384248"
"580434","7896222720863"
"580434","7896004725673"
"580438","7898039563732"
"580438","7897517921101"
"580440","78912359"
"580444","7896094921979"
"580444","7896714231143"
"580444","7891177816869"
"580447","7896658000652"
"580447","78938816"
"580447","7891000460207"
"580451","7896253900913"
"580451","7891317422028"
"580457","7896023733765"
"580457","7908007905478"
"580463","7891000118580"
"580463","7897517925635"
"580463","7891000248768"
"580463","7891000405703"
"580467","7896422528627"
"580467","7896094922105"
"580473","7500435132602"
"580473","7898207210185"
"580473","7898039563732"
"580484","7895296105040"
"580484","7896014183081"
"580485","4005808335435"
"580485","7896094912977"
"580500","7896641810244"
"580500","7896007549559"
"580506","7891150044555"
"580506","7898959897238"
"580506","7891150044562"
"580514","7622210564337"
"580514","7622210564313"
"580516","7891000249239"
"580516","7898927980931"
"580516","7899621109659"
"580519","78939363"
"580519","7898573450086"
"580519","7898501762151"
"580519","7898501762144"
"580519","7896423419276"
"580519","78912359"
"580523","7898599213498"
"580523","7896138700386"
"580523","4005808692576"
"580528","7894900010015"
"580528","7892840817909"
"580533","7891010974930"
"580533","7896110011141"
"580536","7891268044409"
"580538","1220000290068"
"580539","7898919324170"
"580539","7896369163899"
"580539","7896224410632"
"580539","7899706148566"
"580539","7898919324125"
"580539","7897947600966"
"580539","7896007544042"
"580539","7898919324682"
"580539","5003"
"580539","7896213306076"
"580541","0000023384248"
"580541","4001638098311"
"580560","1111111111111A"
"580563","7891058002916"
"580563","7891317427542"
"580563","7899852002712"
"580563","7894900010015"
"580563","7896902208469"
"580563","7896714218267"
"580563","7896714205182"
"580563","7896111992852"
"580563","7898087700110"
"580563","7896111995143"
"580563","7891182991971"
"580563","7896714211978"
"580563","7891150034075"
"580563","7896641810244"
"580564","731509966565"
"580564","7622300858926"
"580564","7895800304211"
"580564","7896111987445"
"580564","7891182996280"
"580568","7891000107836"
"580568","7898432931336"
"580569","7896269900150"
"580569","8710103933106"
"580569","7896004770901"
"580569","7891721201806"
"580569","7896422512145"
"580575","7895339012991"
"580575","7908007905478"
"580575","7891000248829"
"580577","7896094916241"
"580577","7896641810244"
"580579","4005900734075"
"580579","7896512904089"
"580579","7896094903289"
"580581","7898039565453"
"580581","7891150063440"
"580581","7891150059900"
"580594","7896290401459"
"580594","0000023384248"
"580595","7898087700110"
"580595","7897322704593"
"580595","7898279792039"
"580595","8410525159619"
"580595","78938816"
"580595","7896138700386"
"580595","7898279790417"
"580596","7896212478750"
"580596","7896004703398"
"580596","7891000405703"
"580601","7896094912298"
"580602","7893093067202"
"580602","7898087700110"
"580602","7896222720863"
"580602","7898911246999"
"580604","7896094208506"
"580604","7896094912977"
"580611","7896138700386"
"580617","0000023384248"
"580617","7896422516921"
"580617","7896006229971"
"580617","7891142165770"
"580618","7898087700127"
"580618","7898087700097"
"580618","7896331705096"
"580619","7895800304211"
"580619","7898279790776"
"580624","7622210564313"
"580624","7622300847753"
"580627","7896023756849"
"580627","7897799802464"
"580627","7896006216797"
"580627","7896523209449"
"580627","7898959897238"
"580628","4005808311286"
"580628","7896014183166"
"580628","7891317005917"
"580628","7891268187144"
"580628","0000023384248"
"580628","7891058024314"
"580639","7898959897238"
"580639","7891024134702"
"580639","7899706152129"
"580639","7898039565453"
"580639","7891182016148"
"580639","7896044995722"
"580639","7896111954478"
"580639","7896699032247"
"580639","7899706117814"
"580639","7896699015141"
"580639","7891024115107"
"580639","7509546651040"
"580639","7897158700219"
"580639","7899706152105"
"580641","7898916464091"
"580641","7622210564313"
"580641","7891800000665"
"580644","7896083411764"
"580644","7898087700127"
"580644","7897322704593"
"580644","7891268104028"
"580650","7895800309780"
"580650","7898087700110"
"580650","7891040137077"
"580656","7891000107836"
"580656","7892840255046"
"580657","7893300521145"
"580657","7896714224688"
"580657","7891000248768"
"580663","7891721201806"
"580668","7896138700386"
"580668","7500435127233"
"580670","7898959897238"
"580677","7896641810244"
"580680","7896253900913"
"580680","7896112181729"
"580686","7899852017587"
"580686","7891010503031"
"580686","7896094921399"
"580686","7897947600966"
"580686","7891010010577"
"580686","7891010607135"
"580686","7891010245092"
"580690","7898087700127"
"580719","78912359"
"580736","7896212428861"
"580736","7891058000165"
"580736","7896094912298"
"580736","7891142142252"
"580736","7896094912977"
"580736","7895296128049"
"580736","7896094921399"
"580736","7500435132398"
"580736","7898096577031"
"580740","7896094903289"
"580740","7895858017316"
"580740","7896094912977"
"580740","7891106914581"
"580740","7895144295664"
"580743","7896714214405"
"580743","7896714218267"
"580756","7896094910683"
"580764","7891721028472"
"580764","7891317427542"
"580764","7898596082189"
"580764","7891058002916"
"580774","7891010504755"
"580774","7896422504478"
"580774","7896422507318"
"580774","7896138700614"
"580778","7898959897238"
"580778","7896111986868"
"580778","7896014140459"
"580778","7891000107836"
"580782","7896094903104"
"580785","7896770980054"
"580785","7898279790776"
"580785","7891317450359"
"580785","7891317129941"
"580785","7899640806430"
"580786","7896422519830"
"580786","7891317143046"
"580790","7897799802464"
"580790","7891800341942"
"580799","7898087700127"
"580799","78900806"
"580799","7896015521646"
"580810","7895144603223"
"580810","7897076909077"
"580810","7895144605685"
"580813","7891000062661"
"580818","7896261019331"
"580818","7896641810244"
"580818","27899838896803"
"580820","7896023733765"
"580821","78602731L"
"580821","7894900010015"
"580821","1111111111111A"
"580821","7891000107836"
"580822","7896150001096"
"580822","7896023733765"
"580822","7896023702105"
"580823","7895858017293"
"580823","7891268187144"
"580825","7896714231143"
"580825","7896006213130"
"580825","7896111954478"
"580825","7898100862351"
"580825","7898624392266"
"580825","7896111990209"
"580826","7895858017293"
"580826","7891268187144"
"580831","1111111111111A"
"580831","8710103779803"
"580831","7891151030656"
"580832","7896311761708"
"580832","78907355"
"580832","7896311769315"
"580832","78912359"
"580836","7897158700011"
"580836","7898647921948"
"580836","7891317422028"
"580836","7896006207290"
"580836","101011208"
"580836","7891058017507"
"580836","7898919324125"
"580842","7891721201806"
"580842","7891150059917"
"580845","7891150041646"
"580845","7898911301117"
"580845","7895144605685"
"580845","7896512905277"
"580845","1111111111111A"
"580845","7891150051898"
"580845","7896224410670"
"580846","7896422506236"
"580846","7896902212565"
"580846","7891317422042"
"580846","7898125712174"
"580851","7896016807206"
"580851","7896023733765"
"580851","9001616673337"
"580851","7891106915182"
"580851","7891000062760"
"580851","7896004706764"
"580851","7899815711033"
"580854","7891000107836"
"580855","7896004803463"
"580855","7896007551323"
"580855","7891268187144"
"580856","7891010875596"
"580856","7897947600966"
"580856","7896714207551"
"580856","7898573450086"
"580856","7896422504126"
"580856","7896006228547"
"580856","7898573450949"
"580857","7898959897238"
"580857","7897572001923"
"580857","7897322704593"
"580857","7891142177056"
"580857","7896015510022"
"580865","7898087700097"
"580865","7896014679577"
"580868","7896138700515"
"580868","7896007547913"
"580872","7898087700097"
"580872","7500435107754"
"580874","7896523216812"
"580880","7896422504454"
"580880","7896015519636"
"580880","7891010504779"
"580880","3150"
"580880","7891317477592"
"580881","7891000000896"
"580881","7896023702105"
"580881","7891721201806"
"580889","7891268187144"
"580889","7896094912298"
"580889","7898087700110"
"580889","7896006216797"
"580897","78938793"
"580897","78938816"
"580899","7896004715377"
"580899","7891058002916"
"580899","0000023384248"
"580903","7896094921351"
"580903","7896094925120"
"580903","0000023384248"
"580903","7896094912977"
"580911","7898040328900"
"580911","1234564A"
"580911","7896512921710"
"580911","7896269900303"
"580911","7896512910844"
"580916","7896110011141"
"580918","7896227800805"
"580918","7896006216797"
"580918","7898148294121"
"580918","7898947387208"
"580918","7891058022822"
"580918","7896714273549"
"580918","7896023756849"
"580918","7891058002916"
"580918","7891268187144"
"580927","7896714207551"
"580927","7898087700110"
"580928","7896422504454"
"580944","7898962720141"
"580944","7896714218267"
"580944","7891150037595"
"580944","7891150037465"
"580952","7896094201460"
"580952","7897799802464"
"580953","7896658004858"
"580953","7891058002961"
"580953","020800750165"
"580953","7891317478766"
"580953","7896523213828"
"580960","7896523200576"
"580960","7896094201514"
"580961","7896714231143"
"580970","7898087700110"
"580971","7896094208285"
"580971","7894900010015"
"580971","7898087700127"
"580979","7897512900811"
"580979","7897517903084"
"580979","7896658007941"
"580979","7896641804465"
"580979","7898959897238"
"580979","7896004727806"
"580991","7896181915171"
"580991","7898039563732"
"580991","7702031598145"
"580991","7896181907176"
"580999","7896641810244"
"581007","7896423481853"
"581007","7897799802464"
"581015","7790250054726"
"581015","7891000109908"
"581015","7898087700110"
"581015","7891010039783"
"581015","7898279792039"
"581030","78934696"
"581030","7895144603223"
"581030","7891000405703"
"581036","7896094912298"
"581040","7898962943045"
"581040","7896094910683"
"581041","7896044942108"
"581041","7891000248768"
"581041","7896044953562"
"581044","7897512900811"
"581044","7896181920397"
"581053","7898087700110"
"581053","7896714210018"
"581068","7898687730500"
"581068","7891317009434"
"581069","7891317433642"
"581069","7896004703398"
"581069","7896227800799"
"581073","7908007905478"
"581075","611269991000"
"581080","7891058002961"
"581081","7891058017507"
"581089","7896015511166"
"581089","7896255700283"
"581089","7891317421854"
"581089","7898039566290"
"581089","7896094903104"
"581089","7891182032353"
"581089","7896641810244"
"581089","7896094903289"
"581090","7896023700231"
"581090","7898087700110"
"581090","7892840808174"
"581091","7896331706567"
"581091","7891800644463"
"581091","7898125712174"
"581091","7894916512992"
"581091","7891800231106"
"581096","7896094919396"
"581096","7891317001636"
"581099","7622300847753"
"581099","611269991000"
"581099","7891058002916"
"581099","7896004733302"
"581105","7896222720863"
"581105","7896658001901"
"581105","1111111111111A"
"581106","7891060830460"
"581106","7891058002916"
"581107","7898687730500"
"581107","7896004713342"
"581114","7896004706764"
"581125","7891317422028"
"581149","7892840253844"
"581149","7892840253745"
"581149","7891000107836"
"581155","7898087700110"
"581155","7896112101567"
"581155","7891317422028"
"581156","7891058009205"
"581156","7891058002985"
"581156","7898087700127"
"581158","7891000119976"
"581158","7898039565453"
"581158","7896007550906"
"581158","7909690466918"
"581158","7500435116305"
"581158","7908209804715"
"581165","7898087700097"
"581167","7898087700097"
"581171","7898087700110"
"581172","7899026401723"
"581172","7896004703398"
"581172","7898647925991"
"581172","7896253900913"
"581172","7899026423329"
"581172","7898958060824"
"581177","7891000062661"
"581186","7896138700386"
"581197","7891800205879"
"581197","7891010038915"
"581197","7897780200323"
"581197","78938793"
"581210","7898060099965"
"581210","7891800364880"
"581210","7891800000665"
"581213","7891058020316"
"581213","7898087700127"
"581222","7896004706764"
"581225","7891058002916"
"581225","7891317127800"
"581225","7896004703398"
"581231","7891109714485"
"581231","7898087700110"
"581232","7896004706764"
"581232","75066857"
"581232","7896138700386"
"581255","78938830"
"581255","7891010027858"
"581255","78938823"
"581255","7899706155021"
"581255","7791293033235"
"581255","7891010560737"
"581255","42389248"
"581257","7898959897238"
"581257","8715200813061"
"581257","7896641810244"
"581257","7500435122627"
"581257","7898039566290"
"581268","7500435188050"
"581268","7898681350018"
"581268","78911239"
"581268","7896262304351"
"581268","7896004709031"
"581268","7895144603223"
"581268","7896004713342"
"581276","7898157492501"
"581276","42360407"
"581276","7896138700614"
"581276","7897512900811"
"581279","7898994914600"
"581279","7898994336112"
"581280","7896004703398"
"581280","7895296105040"
"581280","7896006214717"
"581280","7896094999985"
"581284","7896094903104"
"581286","113984"
"581286","7896423401066"
"581286","7891000107836"
"581286","7894900010015"
"581289","7896138700386"
"581289","7898950928511"
"581289","7894650088807"
"581291","7896523216812"
"581291","7894900180503"
"581298","7898087700110"
"581310","7896006234067"
"581310","7891000251133"
"581310","7891058002916"
"581310","7891106004213"
"581310","7897900312578"
"581312","7896213306076"
"581314","7896111990186"
"581314","7897512904338"
"581314","7891010504755"
"581314","7896663302550"
"581314","7897780210094"
"581317","7898087700097"
"581317","7894900010015"
"581320","7898916464053"
"581320","7896138700386"
"581325","7895144603223"
"581325","7896004703398"
"581325","7891058002916"
